id	name	direction	gpr	pathway	enzyme	equation	reference
ABTA	4-aminobutyrate transaminase	>	( b2662  or  b1302 )	Arginine and Proline Metabolism	2.6.1.19	[c] : 4abut + akg --> glu-L + sucsal	15590624
ABUTD	Aminobutyraldehyde dehydrogenase	>	b1444	Arginine and Proline Metabolism	1.2.1.19	[c] : 4abutn + h2o + nad --> 4abut + (2) h + nadh	16023116
ABUTt2pp	4-aminobutyrate transport in via proton symport (periplasm)	>	b2663	Transport, Inner Membrane		4abut[p] + h[p] --> 4abut[c] + h[c]	
ABUTtex	4-aminobutyrate transport via diffusion (extracellular to periplasm)	=	( b0241  or  b0929  or  b1377  or  b2215 )	Transport, Outer Membrane Porin		4abut[e] <==> 4abut[p]	
ACACCT	acetyl-CoA:acetoacetyl-CoA transferase	>	( b2221  and  b2222 )	Alternate Carbon Metabolism		[c] : acac + accoa --> aacoa + ac	0
ACACT1r	acetyl-CoA C-acetyltransferase	=	b2224	Membrane Lipid Metabolism	2.3.1.9	[c] : (2) accoa <==> aacoa + coa	
ACACt2pp	acetoacetate transport via proton symport  (periplasm)	=	b2223	Transport, Inner Membrane		acac[p] + h[p] <==> acac[c] + h[c]	
ACACtex	acetoacetate transport via diffusion (extracellular to periplasm)	=	( b0241  or  b0929  or  b1377  or  b2215 )	Transport, Outer Membrane Porin		acac[e] <==> acac[p]	
ACALD	acetaldehyde dehydrogenase (acetylating)	=	( b1241  or  b0351 )	Pyruvate Metabolism	1.2.1.10	[c] : acald + coa + nad <==> accoa + h + nadh	0
ACALDtex	acetaldehyde transport via diffusion (extracellular to periplasm)	=	( b0241  or  b0929  or  b1377  or  b2215 )	Transport, Outer Membrane Porin		acald[e] <==> acald[p]	
ACALDtpp	acetaldehyde reversible transport (periplasm)	=	s0001	Transport, Inner Membrane		acald[p] <==> acald[c]	
ACANTHAT	acetyl-CoA:anthranilate acetyltransferase	>	b1463	Tyrosine, Tryptophan, and Phenylalanine Metabolism	2.3.1.118	[c] : accoa + anth --> acanth + coa	10806332
ACBIPGT	Adenosyl cobinamide phosphate guanyltransferase	>	b1993	Cofactor and Prosthetic Group Biosynthesis		[c] : adocbip + gtp + h --> agdpcbi + ppi	7592411
ACCOAC	acetyl-CoA carboxylase	>	( b0185  and  b2316  and  b3255  and  b3256 )	Membrane Lipid Metabolism	6.4.1.2	[c] : accoa + atp + hco3 --> adp + h + malcoa + pi	
ACCOAL	acetate-CoA ligase (ADP-forming)	>	b0335	Alternate Carbon Metabolism	6.2.1.13	[c] : atp + coa + ppa --> adp + pi + ppcoa	9325432
ACGAL1PPpp	N-acetyl-D-galactosamine 1-phosphatase (periplasm)	>		Alternate Carbon Metabolism	3.1.3.10	[p] : acgal1p + h2o --> acgal + pi	
ACGAL1Ptex	N-acetyl-D-galactosamine 1-phosphate transport via diffusion (extracellular to periplasm)	=	( b0241  or  b0929  or  b1377  or  b2215 )	Transport, Outer Membrane Porin		acgal1p[e] <==> acgal1p[p]	
ACGALtex	N-acetyl-D-galactosamine transport via diffusion (extracellular to periplasm)	=	( b0241  or  b0929  or  b1377  or  b2215 )	Transport, Outer Membrane Porin		acgal[e] <==> acgal[p]	
ACGAM1PPpp	N-acetyl-D-glucosamine 1-phosphatase (periplasm)	>		Alternate Carbon Metabolism	3.1.3.10	[p] : acgam1p + h2o --> acgam + pi	
ACGAM1Ptex	N-acetyl-D-glucosamine 1-phosphate transport via diffusion (extracellular to periplasm)	=	( b0241  or  b0929  or  b1377  or  b2215 )	Transport, Outer Membrane Porin		acgam1p[e] <==> acgam1p[p]	
ACGAMK	N-acetylglucosamine kinase	>	b1119	Murein Recycling	2.7.1.59	[c] : acgam + atp --> acgam6p + adp + h	10393305
ACGAMT	UDP-N-acetylglucosamine:undecaprenylphosphate N-acetylglucosamine -1-phosphate transferase	>	b3784	Cell Envelope Biosynthesis		[c] : uacgam + udcpp --> ump + unaga	9811644
ACGAptspp	N-Acetyl-D-glucosamine transport via PEP:Pyr PTS  (periplasm)	>	( ( b2417  and  b1101  and  b2415  and  b2416 )  or  ( b0679  and  b2415  and  b2416 ) )	Transport, Inner Membrane		acgam[p] + pep[c] --> acgam6p[c] + pyr[c]	0
ACGAtex	N-Acetyl-D-glucosamine transport via diffusion (extracellular to periplasm)	=	( b0241  or  b0929  or  b1377  or  b2215 )	Transport, Outer Membrane Porin		acgam[e] <==> acgam[p]	
ACGK	acetylglutamate kinase	>	b3959	Arginine and Proline Metabolism	2.7.2.8	[c] : acglu + atp --> acg5p + adp	
ACGS	N-acetylglutamate synthase	>	b2818	Arginine and Proline Metabolism	2.3.1.1	[c] : accoa + glu-L --> acglu + coa + h	
ACHBS	2-aceto-2-hydroxybutanoate synthase	>	( ( b3670  and  b3671 )  or  ( b0077  and  b0078 ) )	Valine, Leucine, and Isoleucine Metabolism		[c] : 2obut + h + pyr --> 2ahbut + co2	
ACKr	acetate kinase	=	( b3115  or  b2296  or  b1849 )	Pyruvate Metabolism	2.7.2.1	[c] : ac + atp <==> actp + adp	
ACLS	acetolactate synthase	>	( ( b0077  and  b0078 )  or  ( b3670  and  b3671 ) )	Valine, Leucine, and Isoleucine Metabolism	4.1.3.18	[c] : h + (2) pyr --> alac-S + co2	
ACM6PH	N-acetylmuramate 6-phosphate hydrolase	>		Alternate Carbon Metabolism		[c] : acmum6p + h2o --> acgam6p + lac-D	15060041
ACMAMUT	UDP-N-acetyl-D-mannosaminuronic acid transferase	>	b3794	Cell Envelope Biosynthesis		[c] : uacmamu + unaga --> h + udp + unagamu	9811644
ACMANAptspp	N-acetyl-D-mannosamine transport via PTS  (periplasm)	>	( b1817  and  b1818  and  b1819  and  b2415  and  b2416 )	Transport, Inner Membrane		acmana[p] + pep[c] --> acmanap[c] + pyr[c]	9864311
ACMANAtex	N-acetyl-D-mannosamine transport via diffusion (extracellular to periplasm)	=	( b0241  or  b0929  or  b1377  or  b2215 )	Transport, Outer Membrane Porin		acmana[e] <==> acmana[p]	
ACMUMptspp	N-acetylmuramate transport via PEP:Pyr PTS (periplasm)	>	( b2417  and  b2429  and  b2415  and  b2416 )	Transport, Inner Membrane		acmum[p] + pep[c] --> acmum6p[c] + pyr[c]	15060041
ACMUMtex	N-acetylmuramate transport via diffusion (extracellular to periplasm)	>	( b0241  or  b0929  or  b1377  or  b2215 )	Transport, Outer Membrane Porin		acmum[e] --> acmum[p]	
ACNAMt2pp	N-acetylneuraminate proton symport (periplasm)	>	b3224	Transport, Inner Membrane		acnam[p] + h[p] --> acnam[c] + h[c]	
ACNAMtex	N-acetylneuraminate transport via diffusion (extracellular to periplasm)	=	( b4311  or  b0929  or  b2215 )	Transport, Outer Membrane		acnam[e] <==> acnam[p]	15743943
ACNML	N-Acetylneuraminate lyase	>	b3225	Alternate Carbon Metabolism	4.1.3.3	[c] : acnam --> acmana + pyr	
ACOAD1f	acyl-CoA dehydrogenase (butanoyl-CoA)	=	b0221	Membrane Lipid Metabolism	1.3.99.2	[c] : btcoa + fad <==> b2coa + fadh2	12535077
ACOAD2f	acyl-CoA dehydrogenase (hexanoyl-CoA)	=	b0221	Membrane Lipid Metabolism	1.3.99.3	[c] : fad + hxcoa <==> fadh2 + hx2coa	12535077
ACOAD3f	acyl-CoA dehydrogenase (octanoyl-CoA)	=	b0221	Membrane Lipid Metabolism	1.3.99.3	[c] : fad + occoa <==> fadh2 + oc2coa	12535077
ACOAD4f	acyl-CoA dehydrogenase (decanoyl-CoA)	=	b0221	Membrane Lipid Metabolism	1.3.99.3	[c] : dcacoa + fad <==> dc2coa + fadh2	12535077
ACOAD5f	acyl-CoA dehydrogenase (dodecanoyl-CoA)	=	b0221	Membrane Lipid Metabolism	1.3.99.3	[c] : ddcacoa + fad <==> dd2coa + fadh2	12535077
ACOAD6f	acyl-CoA dehydrogenase (tetradecanoyl-CoA)	=	b0221	Membrane Lipid Metabolism	1.3.99.3	[c] : fad + tdcoa <==> fadh2 + td2coa	12535077
ACOAD7f	acyl-CoA dehydrogenase (hexadecanoyl-CoA)	=	b0221	Membrane Lipid Metabolism	1.3.99.3	[c] : fad + pmtcoa <==> fadh2 + hdd2coa	12535077
ACOAD8f	acyl-CoA dehydrogenase (octadecanoyl-CoA)	=	b0221	Membrane Lipid Metabolism	1.3.99.3	[c] : fad + stcoa <==> fadh2 + od2coa	12535077
ACOATA	Acetyl-CoA ACP transacylase	=	( b1094  and  b1091 )	Membrane Lipid Metabolism	2.3.1.38	[c] : ACP + accoa <==> acACP + coa	
ACODA	acetylornithine deacetylase	>	b3957	Arginine and Proline Metabolism	3.5.1.16	[c] : acorn + h2o --> ac + orn	
ACOLIPAtex	arabinose modified core oligosaccharide lipid A transport via vector (periplasm to extracellular)	>		Lipopolysaccharide Biosynthesis / Recycling		acolipa[p] --> acolipa[e]	15576375
ACONIs	aconitate isomerase (spontaneous)	=	s0001	Unassigned	5.3.3.7	[c] : acon-T <==> acon-C	10224113
ACONMT	Trans-aconitate methyltransferase	>	b1519	Unassigned		[c] : acon-T + amet --> aconm + ahcys	10224113
ACONTa	aconitase (half-reaction A, Citrate hydro-lyase)	=	( b1276  or  b0118 )	Citric Acid Cycle	4.2.1.3	[c] : cit <==> acon-C + h2o	
ACONTb	aconitase (half-reaction B, Isocitrate hydro-lyase)	=	( b0118  or  b1276 )	Citric Acid Cycle	4.2.1.3	[c] : acon-C + h2o <==> icit	
ACOTA	acetylornithine transaminase	=	( b3359  or  b1748 )	Arginine and Proline Metabolism	2.6.1.11	[c] : acorn + akg <==> acg5sa + glu-L	
ACPS1	acyl-carrier protein synthase	>	( b2563  or  b3475 )	Cofactor and Prosthetic Group Biosynthesis	2.7.8.7	[c] : apoACP + coa --> ACP + h + pap	10625633
ACS	acetyl-CoA synthetase	>	b4069	Pyruvate Metabolism	6.2.1.1	[c] : ac + atp + coa --> accoa + amp + ppi	
ACSERtex	O-Acetyl-L-serine transport via diffusion (extracellular to periplasm)	=	( b0241  or  b0929  or  b1377  or  b2215 )	Transport, Outer Membrane Porin		acser[e] <==> acser[p]	
ACSERtpp	O-Acetyl-L-serine export via facilitated transport	>	( b2578  or  b1533 )	Transport, Inner Membrane		acser[c] --> acser[p]	12562784
ACt2rpp	acetate reversible transport via proton symport (periplasm)	=		Transport, Inner Membrane		ac[p] + h[p] <==> ac[c] + h[c]	
ACt4pp	Na+/Acetate symport (periplasm)	>	b4067	Transport, Inner Membrane		ac[p] + na1[p] --> ac[c] + na1[c]	14563880
ACtex	Acetate transport via diffusion (extracellular to periplasm)	=	( b0241  or  b0929  or  b1377  or  b2215 )	Transport, Outer Membrane Porin		ac[e] <==> ac[p]	
ADA	Adenosine deaminase	>	b1623	Nucleotide Salvage Pathway	3.5.4.4	[c] : adn + h + h2o --> ins + nh4	
ADCL	4-aminobenzoate synthase	>	b1096	Cofactor and Prosthetic Group Biosynthesis		[c] : 4adcho --> 4abz + h + pyr	
ADCS	4-amino-4-deoxychorismate synthase	>	( b3360  and  b1812 )	Cofactor and Prosthetic Group Biosynthesis		[c] : chor + gln-L --> 4adcho + glu-L	
ADD	adenine deaminase	>	b3665	Nucleotide Salvage Pathway	3.5.4.2	[c] : ade + h + h2o --> hxan + nh4	
ADEt2rpp	adenine transport via proton symport (reversible) (periplasm)	=	b3654	Transport, Inner Membrane		ade[p] + h[p] <==> ade[c] + h[c]	
ADEtex	adenine transport via diffusion (extracellular to periplasm)	=	( b0241  or  b0929  or  b1377  or  b2215 )	Transport, Outer Membrane Porin		ade[e] <==> ade[p]	
ADK1	adenylate kinase	=	b0474	Nucleotide Salvage Pathway	2.7.4.3	[c] : amp + atp <==> (2) adp	
ADK3	adentylate kinase (GTP)	=	b0474	Nucleotide Salvage Pathway		[c] : amp + gtp <==> adp + gdp	
ADK4	adentylate kinase (ITP)	=	b0474	Nucleotide Salvage Pathway		[c] : amp + itp <==> adp + idp	
ADMDC	adenosylmethionine decarboxylase	>	b0120	Arginine and Proline Metabolism	4.1.1.50	[c] : amet + h --> ametam + co2	
ADNCYC	adenylate cyclase	>	b3806	Nucleotide Salvage Pathway	4.6.1.1	[c] : atp --> camp + ppi	11752253
ADNK1	adenosine kinase	>	b0474	Nucleotide Salvage Pathway	2.7.1.20	[c] : adn + atp --> adp + amp + h	
ADNt2pp	adenosine transport in via proton symport (periplasm)	>	( b2964  or  b2393 )	Transport, Inner Membrane		adn[p] + h[p] --> adn[c] + h[c]	
ADNt2rpp	adenosine transport in via proton symport, reversible (periplasm)	=	b2406	Transport, Inner Membrane		adn[p] + h[p] <==> adn[c] + h[c]	11466294
ADNtex	adenosine transport via diffusion (extracellular to periplasm)	=	b0411	Transport, Outer Membrane		adn[e] <==> adn[p]	
ADNUC	adenosine hydrolase	>	b0030	Alternate Carbon Metabolism	3.2.2.8	[c] : adn + h2o --> ade + rib-D	11027694
ADOCBIK	Adenosyl cobinamide kinase	>	b1993	Cofactor and Prosthetic Group Biosynthesis		[c] : adocbi + atp --> adocbip + adp + h	7592411
ADOCBLabcpp	Adenosylcobalamin transport via ABC system (periplasm)	>	( b1711  and  b1709  and  b0158 )	Transport, Inner Membrane		adocbl[p] + atp[c] + h2o[c] --> adocbl[c] + adp[c] + h[c] + pi[c]	
ADOCBLS	Adenosylcobalamin 5'-phosphate synthase	>	b1992	Cofactor and Prosthetic Group Biosynthesis		[c] : agdpcbi + rdmbzi --> adocbl + gmp + h	7592411
ADOCBLtonex	Adenosylcobalimin transport via ton system (extermal)	>	( b3966  and  ( b1252  and  b3005  and  b3006 ) )	Transport, Outer Membrane		adocbl[e] + h[p] --> adocbl[p] + h[c]	7654405
ADPRDP	ADPribose diphosphatase	>	b3397	Nucleotide Salvage Pathway	3.6.1.13	[c] : adprib + h2o --> amp + (2) h + r5p	12135348
ADPT	adenine phosphoribosyltransferase	>	b0469	Nucleotide Salvage Pathway	2.4.2.7	[c] : ade + prpp --> amp + ppi	
ADSK	adenylyl-sulfate kinase	>	b2750	Cysteine Metabolism	2.7.1.25	[c] : aps + atp --> adp + h + paps	
ADSL1r	adenylsuccinate lyase	=	b1131	Purine and Pyrimidine Biosynthesis	4.3.2.2	[c] : dcamp <==> amp + fum	
ADSL2r	adenylosuccinate lyase	=	b1131	Purine and Pyrimidine Biosynthesis	4.3.2.2	[c] : 25aics <==> aicar + fum	
ADSS	adenylosuccinate synthase	>	b4177	Purine and Pyrimidine Biosynthesis	6.3.4.4	[c] : asp-L + gtp + imp --> dcamp + gdp + (2) h + pi	
AGDC	N-acetylglucosamine-6-phosphate deacetylase	>	b0677	Alternate Carbon Metabolism	3.5.1.25	[c] : acgam6p + h2o --> ac + gam6p	
AGM3PA	N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tripeptide amidase	>	b0110	Murein Recycling		[c] : anhgm3p + h2o --> LalaDgluMdap + anhgm	15901686
AGM3PApp	N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tripeptide amidase (periplasm)	>	( b4169  or  b2435  or  b2817 )	Murein Recycling		[p] : anhgm3p + h2o --> LalaDgluMdap + anhgm	11454209
AGM3PH	N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tripeptide beta -1,4-N-acetylglucosaminidase	>	b1107	Murein Recycling		[c] : anhgm3p + h2o --> acgam + anhm3p	10940025
AGM3Pt2pp	GlcNAc-anhMurNAc tripeptide transport in via proton symport (periplasm)	>	b0433	Murein Recycling		anhgm3p[p] + h[p] --> anhgm3p[c] + h[c]	12426329
AGM4PA	N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide amidase	>	b0110	Murein Recycling		[c] : anhgm4p + h2o --> LalaDgluMdapDala + anhgm	15901686
AGM4PApp	N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide amidase (periplasm)	>	( b2817  or  b4169  or  b2435 )	Murein Recycling		[p] : anhgm4p + h2o --> LalaDgluMdapDala + anhgm	11454209
AGM4PCP	N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide L,D-carboxypeptidase	>	b1192	Murein Recycling		[c] : anhgm4p + h2o --> ala-D + anhgm3p	10428950
AGM4PCPpp	N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide L,D-carboxypeptidase (periplasmic)	>		Murein Recycling		[p] : anhgm4p + h2o --> ala-D + anhgm3p	
AGM4PH	N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide beta -1,4-N-acetylglucosaminidase	>	b1107	Murein Recycling		[c] : anhgm4p + h2o --> acgam + anhm4p	10940025
AGM4Pt2pp	GlcNAc-anhMurNAc tetrapeptide transport in via proton symport (periplasm)	>	b0433	Murein Recycling		anhgm4p[p] + h[p] --> anhgm4p[c] + h[c]	12426329
AGMH	N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl beta -1,4-N-acetylglucosaminidase	>	b1107	Murein Recycling		[c] : anhgm + h2o --> acgam + anhm	10940025
AGMHE	ADP-D-glycero-D-manno-heptose epimerase	>	b3619	Lipopolysaccharide Biosynthesis / Recycling	5.1.3.20	[c] : adphep-DD --> adphep-LD	11751812
AGMT	agmatinase	>	b2937	Arginine and Proline Metabolism	3.5.3.11	[c] : agm + h2o --> ptrc + urea	
AGMt2pp	GlcNAc-anhMurNAc transport in via proton symport (periplasm)	>	b0433	Murein Recycling		anhgm[p] + h[p] --> anhgm[c] + h[c]	12426329
AGMtex	agmatine transport via diffusion (extracellular to periplasm)	=	( b0241  or  b0929  or  b1377  or  b2215 )	Transport, Outer Membrane Porin		agm[e] <==> agm[p]	
AGPAT120	1-tetradecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C12:0)	>	b3018	Glycerophospholipid Metabolism	2.3.1.51	[c] : 1ddecg3p + ddcaACP --> ACP + pa120	
AGPAT140	1-tetradecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C14:0)	>	b3018	Glycerophospholipid Metabolism	2.3.1.51	[c] : 1tdecg3p + myrsACP --> ACP + pa140	
AGPAT141	1-tetradec-7-enoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C14:1)	>	b3018	Glycerophospholipid Metabolism	2.3.1.51	[c] : 1tdec7eg3p + tdeACP --> ACP + pa141	
AGPAT160	1-hexadecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C16:0)	>	b3018	Glycerophospholipid Metabolism	2.3.1.51	[c] : 1hdecg3p + palmACP --> ACP + pa160	
AGPAT161	1-hexadec-7-enoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C16:1)	>	b3018	Glycerophospholipid Metabolism	2.3.1.51	[c] : 1hdec9eg3p + hdeACP --> ACP + pa161	
AGPAT180	1-octadecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C18:0)	>	b3018	Glycerophospholipid Metabolism	2.3.1.51	[c] : 1odecg3p + ocdcaACP --> ACP + pa180	
AGPAT181	1-octadec-7-enoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C18:1)	>	b3018	Glycerophospholipid Metabolism	2.3.1.51	[c] : 1odec11eg3p + octeACP --> ACP + pa181	
AGPR	N-acetyl-g-glutamyl-phosphate reductase	=	b3958	Arginine and Proline Metabolism	1.2.1.38	[c] : acg5sa + nadp + pi <==> acg5p + h + nadph	
AGt3	silver transport out via proton antiport	>	( b0572  and  b0573  and  b0574  and  b0575 )	Inorganic Ion Transport and Metabolism		ag[c] + h[e] --> ag[e] + h[c]	12829274
AHCYSNS	S-adenosylhomocysteine nucleosidase	>	b0159	Methionine Metabolism	3.2.2.9	[c] : ahcys + h2o --> ade + rhcys	15911379
AICART	phosphoribosylaminoimidazolecarboxamide formyltransferase	=	b4006	Purine and Pyrimidine Biosynthesis	2.1.2.3	[c] : 10fthf + aicar <==> fprica + thf	
AIRC2	phosphoribosylaminoimidazole carboxylase	>	b0522	Purine and Pyrimidine Biosynthesis		[c] : air + atp + hco3 --> 5caiz + adp + h + pi	10074353
AIRC3	phosphoribosylaminoimidazole carboxylase (mutase rxn)	=	b0523	Purine and Pyrimidine Biosynthesis		[c] : 5aizc <==> 5caiz	10074353
AKGDH	2-Oxogluterate dehydrogenase	>	( b0116  and  b0726  and  b0727 )	Citric Acid Cycle		[c] : akg + coa + nad --> co2 + nadh + succoa	
AKGt2rpp	2-oxoglutarate reversible transport via symport (periplasm)	=	b2587	Transport, Inner Membrane		akg[p] + h[p] <==> akg[c] + h[c]	
AKGtex	alpha-ketoglutarate transport via diffusion (extracellular to periplasm)	=	( b0241  or  b0929  or  b1377  or  b2215 )	Transport, Outer Membrane Porin		akg[e] <==> akg[p]	
ALAabcpp	L-alanine transport via ABC system (periplasm)	>	( b3454  and  b3455  and  b3457  and  b3460  and  b3456 )	Transport, Inner Membrane		ala-L[p] + atp[c] + h2o[c] --> adp[c] + ala-L[c] + h[c] + pi[c]	4583203
ALAALAabcpp	D-alanyl-D-alanine (DalaDala) transport via ABC system (periplasm)	>	( ( b3544  and  b3543  and  b3542  and  b3541  and  b3540 )  or  ( b1487  and  b1486  and  b1485  and  b1484  and  b1483 ) )	Transport, Inner Membrane		alaala[p] + atp[c] + h2o[c] --> adp[c] + alaala[c] + h[c] + pi[c]	9751644
ALAALAD	D-alanine-D-alanine dipeptidase	>	b1488	Murein Recycling	3.4.17.14	[c] : alaala + h2o --> (2) ala-D	9751644
ALAALAr	D-alanine-D-alanine ligase (reversible)	=	( b0381  or  b0092 )	Cell Envelope Biosynthesis	6.3.2.4	[c] : (2) ala-D + atp <==> adp + alaala + h + pi	
ALAALAtex	D-alanyl-D-alanine (DalaDala) transport via diffusion (extracellular to periplasm)	=	( b0241  or  b0929  or  b1377  or  b2215 )	Transport, Outer Membrane Porin		alaala[e] <==> alaala[p]	
ALAGLUE	L-alanyl-gamma-glutamate epimerase	=	b1325	Murein Recycling		[c] : LalaDglu <==> LalaLglu	11747447
ALAR	alanine racemase	=	( b4053  or  b1190 )	Alanine and Aspartate Metabolism	5.1.1.1	[c] : ala-L <==> ala-D	
ALAt2pp	L-alanine transport in via proton symport (periplasm)	>	b4208	Transport, Inner Membrane		ala-L[p] + h[p] --> ala-L[c] + h[c]	15221223
ALAt4pp	L-alanine transport in via sodium symport (periplasm)	>	b0007	Transport, Inner Membrane		ala-L[p] + na1[p] --> ala-L[c] + na1[c]	
ALATA_D2	D-alanine transaminase	>	( b0870  or  b2551 )	Cofactor and Prosthetic Group Biosynthesis		[c] : ala-D + pydx5p --> pyam5p + pyr	0
ALATA_L	L-alanine transaminase	=		Alanine and Aspartate Metabolism	2.6.1.2	[c] : akg + ala-L <==> glu-L + pyr	
ALATA_L2	alanine transaminase	>	( b2551  or  b0870 )	Cofactor and Prosthetic Group Biosynthesis		[c] : ala-L + pydx5p --> pyam5p + pyr	0
ALAtex	L-alanine transport via diffusion (extracellular to periplasm)	=	( b0241  or  b0929  or  b1377  or  b2215 )	Transport, Outer Membrane Porin		ala-L[e] <==> ala-L[p]	
ALATRS	Alanyl-tRNA synthetase	>	b2697	tRNA Charging	6.1.1.7	[c] : ala-L + atp + trnaala --> alatrna + amp + ppi	
ALCD19	alcohol dehydrogenase (glycerol)	=	b0356	Alternate Carbon Metabolism	1.1.1.1	[c] : glyald + h + nadh <==> glyc + nad	
ALCD2x	alcohol dehydrogenase (ethanol)	=	( b0356  or  b1478  or  b1241 )	Pyruvate Metabolism	1.1.1.1	[c] : etoh + nad <==> acald + h + nadh	10406936
ALDD19x	aldehyde dehydrogenase (phenylacetaldehyde, NAD)	>	b1385	Alternate Carbon Metabolism	1.2.1.39	[c] : h2o + nad + pacald --> (2) h + nadh + pac	11729263
ALDD2x	aldehyde dehydrogenase (acetaldehyde, NAD)	>	b1300	Alternate Carbon Metabolism	1.2.1.3	[c] : acald + h2o + nad --> ac + (2) h + nadh	
ALDD2y	aldehyde dehydrogenase (acetaldehyde, NADP)	>	b3588	Alternate Carbon Metabolism	1.2.1.4	[c] : acald + h2o + nadp --> ac + (2) h + nadph	15659684
ALDD3y	aldehyde dehydrogenase (propanal, NADP)	>	b3588	Alternate Carbon Metabolism		[c] : h2o + nadp + ppal --> (2) h + nadph + ppa	15659684
ALDD4	aldehyde dehydrogenase (butanal, NAD)	>		Alternate Carbon Metabolism		[c] : btal + h2o + nad --> but + (2) h + nadh	
ALLabcpp	D-allose transport via ABC system (periplasm)	>	( b4087  and  b4088  and  b4086 )	Transport, Inner Membrane		all-D[p] + atp[c] + h2o[c] --> adp[c] + all-D[c] + h[c] + pi[c]	10559180
ALLK	Allose kinase	>	b4084	Alternate Carbon Metabolism		[c] : all-D + atp --> adp + all6p + h	10559180
ALLPI	Allose 6-phosphate isomerase	=	b4090	Alternate Carbon Metabolism		[c] : all6p <==> allul6p	10559180
ALLTAMH	allantoate amidohydrolase	>	b0516	Alternate Carbon Metabolism	3.5.3.9	[c] : alltt + (2) h + (2) h2o --> co2 + (2) nh4 + urdglyc	10601204
ALLtex	Allose transport via diffusion (extracellular to periplasm)	=	( b0241  or  b0929  or  b1377  or  b2215 )	Transport, Outer Membrane Porin		all-D[e] <==> all-D[p]	
ALLTN	allantoinase	>	b0512	Nitrogen Metabolism	3.5.2.5	[c] : alltn + h2o --> alltt + h	10601204
ALLTNt2rpp	allantoin transport in via proton symport (periplasm)	=	b0511	Transport, Inner Membrane		alltn[p] + h[p] <==> alltn[c] + h[c]	
ALLTNtex	allantoin transport via diffusion (extracellular to periplasm)	=	( b0241  or  b0929  or  b1377  or  b2215 )	Transport, Outer Membrane Porin		alltn[e] <==> alltn[p]	
